text1,text2
"Bonjour, tout a été parfait de la connexion sur le site à la livraison. Le choix parmi tous les articles, le prix des articles et les informations exhaustives pour pouvoir commander la bonne pièce sont d'un très bon niveau. Bravo","Bonjour, tout était parfait de la connexion sur le site à la livraison. Le choix parmi tous les articles, le prix des articles et les informations complètes pour pouvoir commander le bon morceau sont d'un très bon niveau."
"Bonjour le produit commandé ne correspond pas a la piece d origine ni celle de la photo de votre site ,je n ai pas le bouton pour les retroviseurs motorisé","Bonjour le produit commandé ne correspond pas à la pièce d'origine ou la photo de votre site, je n'ai pas le bouton pour les rétroviseurs motorisés"
Conforme à la commande,Conforme à la commande
Rapide et clair toujours parfait,Rapide et clair toujours parfait
"Rien à dire, remplacement des deux vérins sans aucum problème, mon coffre rest enfin en haut et ne descent plus !! super","Rien à dire, en remplaçant les deux actionneurs sans problème, mon coffre reste enfin debout et ne descend plus ! super !"
J’ai dû repasser commande pour mes plaquettes de frein car le premier modèle reçu ne convenait pas malgré l’identification du véhicule avec la plaque d’immatriculation.,J'ai dû réorganiser mes plaquettes de frein parce que le premier modèle reçu n'était pas adapté malgré l'identification du véhicule avec la plaque d'immatriculation.
Bonjour facile à commander prix raisonnable livraison rapide dans un commerce où il y a du monde pour vous accueillir beaucoup mieux que ces conteneurs sur des parkings qui ressemble à rien continue comme ça c'est très bien 👍,Bonjour facile à commander prix raisonnable livraison rapide dans une entreprise où il ya monde pour vous accueillir beaucoup mieux que ces conteneurs sur les parkings qui ressemble à rien continue comme cela est très bon
"Bon produit, livraison pas rapide entre la commande et l'expédition. Content de votre petit geste commercial première fois , depuis les années que je commande chez vous ""livraison gratuite ""","Bon produit, livraison rapide entre la commande et l'expédition. Contenu de votre petit geste commercial première fois, depuis les années je commande de vous ""livrais gratuitement """
La pièce fournie n’ était pas la bonne contrairement à sa description.,"La partie fournie n'était pas la bonne, contrairement à sa description."
Les produits correspondes ainsi que le délai,Les produits correspondent ainsi qu'au délai
"Je suis assez novice en entretien de véhicules, et le site est vraiment ergonomique, j’ai trouvé rapidement J’avais un doute sur la référence, j’ai appelé le conseiller, qui a vérifié avec la documentation du fournisseur, j’ai reçu la pièce en 3 jours et elle convient parfaitement","Je suis assez novice dans l'entretien des véhicules, et le site est vraiment ergonomique, j'ai vite découvert que j'avais un doute sur la référence, j'ai appelé le conseiller, qui a vérifié avec la documentation du fournisseur, j'ai reçu la partie en 3 jours et il convient parfaitement"
Tres bonne expérience avec oscaro,Très bonne expérience avec oscaro
Livraison 100% conforme à mes besoins,Livraison 100% selon mes besoins
Le prix et la qualité est bien,Le prix et la qualité est bon
Respect délai et qualité du produit,Rapidité et qualité du produit
Tout est Parfait merci beaucoup à très bientôt,Tout est parfait merci beaucoup à très bientôt
Très sérieux livraison en 3 jours point de relais assez facile à récupérer,Livraison très sérieuse en 3 jours relais point assez facile à récupérer
Pièce conforme à l'achat. Expédition rapide,Partie conforme à l'achat. Expédition rapide
"- Les frais de livraison autre que Mondial Relay sont chers et la commande est trop souvent expédiée en multi colis sans avisé le client (qui doit vérifier sur sa commande comment ça se fait qu'il n'a pas tout reçu). - Mondial Relay devient trop compliqué avec beaucoup de points relais qui ont fermé, et ceux qui restent sont saturés à l'approche des fêtes. - Les envois par Mondial Relay ne sont pas emballés : les emballages d'origine ne sont pas prévus pour voyager et encore avec les délicates caresses de Mondial Relay. Par contre, par la Poste, c'est emballé ! - Le cashback par EbuyClub n'est pas saisis. - Les informations de promotion arrivent juste 1 jour avant la fin (ou pas du tout) - Vous ratez des ventes.","- Les frais de livraison autres que le Relais Mondial sont coûteux et la commande est trop souvent expédiée en colis multiples sans préavis au client (qui doit vérifier sur sa commande comment il ne reçoit pas tout). - Relais Mondial devient trop compliqué avec de nombreux points de relais qui ont fermé, et ceux qui restent saturés à l'approche des parties. - Les envois par Relais Mondial ne sont pas emballés: les colis originaux ne sont pas prévus pour voyager et encore avec les caresses délicates du Relais Mondial. D'autre part, par la Poste, il est emballé! - La remise en argent par EbuyClub n'est pas capturée. - Les informations promotionnelles arrivent juste 1 jour avant la fin (ou pas du tout) - Vous manquez les ventes."
"le filtre de rentre pas, j'ai du en acheté un autre au garage à coté","Le filtre n'entre pas, j'ai dû en acheter un autre dans le garage d'à côté."
"J’ai pu choisir la pièce dont j’avais besoin avec beaucoup de facilité et j’ai pu également la commander sans problème. En revanche la livraison a été très longue. Il ne m’a été proposé que dès lieux de livraison avec des horaires d’ouverture très restreints. Alors que Mondial Relay dispose de points de récupération des marchandises accessibles 24h/24h. J’ai reçu plusieurs messages me demandant de récupérer l’envoi, mais le point de récupération était fermé. Non seulement il y a eu un jour férié, mais en plus le lieu était aussi fermé le lundi. Il a donc fallu attendre beaucoup de temps avant de pouvoir récupérer la pièce commandée. Lorsqu’on travaille, il est très utile de pouvoir récupérer les commandes dans des points relais accessibles 24h/24h afin de ne pas être dépendant des heures d’ouverture des magasin, qui coïncident, le plus souvent, avec ceux de tout le monde. Je vous invite à proposer plus facilement des points relais accessibles. Merci","J'ai été capable de choisir la partie dont j'avais besoin avec grande facilité et j'ai également pu la commander sans problème. D'autre part, la livraison a été très longue. Il a été proposé seulement du lieu de livraison avec des heures d'ouverture très limitées. Bien que Mondial Relay a des points de ramassage accessibles 24h/24h. J'ai reçu plusieurs messages me demandant de récupérer l'expédition, mais le point de ramassage a été fermé. Non seulement il y avait un jour férié, mais aussi le lieu a été fermé le lundi. Il a donc fallu attendre longtemps avant de pouvoir récupérer la partie commandée. En travaillant, il est très utile de pouvoir récupérer les commandes aux points de ramassage accessibles 24h/24h afin de ne pas dépendre des heures d'ouverture des magasins, qui coïncident le plus souvent avec ceux de tous. Je vous invite à offrir des points de relais plus facilement accessibles. Merci."
Pièce Conforme Au constructeur Service rapide Merci Je reprendrai chez vous,Piece Compliant To Builder Service rapide Merci Je reviendrai à votre maison
"Commande passée et payée un supplément pour une livraison express...résultat une semaine plus tard toujours pas de livraison, le service après vente me répond qu'il va faire remonter l'information c'est tout ce qu'il peut faire, aucun renseignements sur les délais de la livraison...ma voiture est au garage et je peux pas m'en servir !!! Par contre le paiement a bien été encaissé !!! Catastrophique !!!","Commande passée et payée un supplément pour une livraison express... résultat une semaine plus tard toujours pas de livraison, le service après-vente me dit qu'il va apporter l'information est tout ce qu'il peut faire, aucune information sur les délais de livraison... ma voiture est dans le garage et je ne peux pas l'utiliser!!! D'autre part le paiement a été encaissé!!! Catastrophial!!!"
"Entreprise sérieuse , livraison rapide,","Entreprise sérieuse, livraison rapide,"
"Choix important de pièces en stock, qualité et délai rapide. Le joint était très bien emballé dans un énorme carton, il y aurait peut-être moyen pour Oscaro d'étudier des emballages plus spécifiques pour économiser du carton.","Choix important de pièces en stock, qualité et délai rapide. Le sceau était très bien emballé dans un carton énorme, il pourrait y avoir un moyen pour Oscaro d'étudier des emballages plus spécifiques pour économiser le carton."
"pratique, efficace et rapide !","pratique, efficace et rapide!"
il faut compter plus de 2 semaines pour se faire livrer un pot d'échappement présent dans l'hexagone et frais de port de 40 € ... inadmissible. Commandes chez Aliexpress (provenant de chine) plus rapide et fdp 0 € ... je ne vais pour vous faire de la pub favorable si pas de geste commercial.,Il faut plus de 2 semaines pour obtenir livré un pot d'échappement présent dans l'hexagone et frais d'expédition de 40 € ... irrecevable. Commandes à Aliexpress (de Chine) plus rapide et fdp 0 € ... Je n'irai pas vous faire de publicité favorable si aucun geste commercial.
"livraison rapide , prix très correct","livraison rapide , prix très correct"
RAS articles conformes à leurs descriptions et dates de livraison respectées.,Les articles du RAS conformes à leur description et aux dates de livraison sont respectés.
Ponitique des prix tres correcte,Des ponitiques de prix très corrects
